Date,y,x1,x2
2024-09-30,0.8785,6.178754,2.181893
2024-10-01,0.979,6.349002,2.352453
2024-10-02,0.9359,6.497485,2.812742
2024-10-03,0.5792,6.423976,3.444837
2024-10-04,0.9898,6.336444,2.371643
2024-10-05,0.604,5.571956,2.730916
2024-10-06,0.2196,5.299753,3.336081
2024-10-08,0.3137,6.434712,4.348736
2024-10-09,0.2452,6.351168,4.211836
2024-10-10,0.7618,6.410178,2.842954
2024-10-11,0.9066,6.29462,1.96801
2024-10-12,0.6986,5.331475,1.972565
2024-10-13,0.5275,5.212374,1.894847
2024-10-14,1.0417,6.161392,1.676144
2024-10-15,0.8723,6.378541,2.28753
2024-10-16,0.4884,6.419504,3.143895
2024-10-17,0.5125,6.407032,3.542371
2024-10-18,0.5199,6.285223,3.495286
2024-10-19,0.4871,5.5955,2.530407
2024-10-20,0.4466,5.148826,2.272765
2024-10-21,0.9363,6.130064,2.045142
2024-10-22,0.8018,6.250286,2.662562
2024-10-23,0.8723,6.285511,2.264047
2024-10-24,0.7019,6.273973,2.637729
2024-10-25,0.638,6.222775,2.262795
2024-10-26,0.4961,5.614619,2.594584
2024-10-27,0.7767,5.37791,1.903563
2024-10-28,0.7604,6.222638,2.72864
2024-10-29,0.734,6.430988,2.984599
2024-10-30,0.8349,6.431186,3.024616
2024-10-31,1.0117,6.335221,1.891492
2024-11-01,0.8161,5.450182,1.468511
2024-11-02,0.9194,5.368011,1.518448
2024-11-03,0.7257,5.117626,2.166795
2024-11-04,1.0888,6.17417,1.99525
2024-11-05,1.1705,6.307096,1.358342
2024-11-06,1.1683,6.345528,1.546474
2024-11-07,1.1183,6.315461,1.860136
2024-11-08,1.1749,6.284926,1.567511
2024-11-09,1.1046,5.576305,1.973371
2024-11-10,0.909,5.262586,2.505024
2024-11-11,0.7791,6.179301,3.373488
2024-11-12,0.637,6.459459,4.084377
2024-11-13,1.0562,6.717419,2.9751
2024-11-14,1.1862,6.676734,2.587271
2024-11-15,1.2455,6.538289,2.127454
2024-11-16,1.1216,5.841175,1.7003
2024-11-17,1.1402,5.398844,1.410775
2024-11-18,1.3637,6.373436,1.396233
2024-11-19,1.3349,6.591282,2.267622
2024-11-20,0.9579,6.645471,3.90922
2024-11-21,0.7792,6.630594,4.434842
2024-11-22,1.1952,6.615215,2.969768
2024-11-23,0.7819,5.939707,3.082383
2024-11-24,0.1071,5.496095,3.69295
2024-11-25,0.8173,6.496052,3.271423
2024-11-26,1.4325,6.790815,1.550924
2024-11-27,1.3645,6.828294,1.675668
2024-11-28,1.3219,6.834048,1.733592
2024-11-29,1.2716,6.825464,2.034299
2024-11-30,1.2401,5.962743,1.884284
2024-12-01,1.2652,5.577331,1.426044
2024-12-02,1.4321,6.625045,1.489719
2024-12-03,1.4043,6.826921,2.060386
2024-12-04,1.3337,6.895791,2.927375
2024-12-05,1.3526,6.868013,2.561701
2024-12-06,1.1759,5.981137,2.784169
2024-12-07,0.3667,5.786628,4.066404
2024-12-08,0.2219,5.633447,4.651292
2024-12-09,0.6719,6.348808,4.42671
2024-12-10,1.3422,7.404331,2.573555
2024-12-11,1.3909,7.589112,1.331078
2024-12-12,1.4667,7.613334,1.298077
2024-12-13,1.4373,7.498474,1.039211
2024-12-14,1.2884,6.606554,1.522109
2024-12-15,1.0299,6.170657,2.782912
2024-12-16,1.2086,7.344722,2.211691
2024-12-17,1.2185,7.503831,2.175312
2024-12-18,1.1344,7.393479,2.905642
2024-12-19,0.7592,7.232228,3.997772
2024-12-20,1.1467,7.150467,3.024522
2024-12-21,0.9473,6.357891,2.448347
2024-12-22,0.5393,5.956909,3.362397
2024-12-23,0.4657,6.676724,4.232281
2024-12-24,0.7385,5.867757,3.475545
2024-12-25,1.0094,5.125142,2.015049
2024-12-26,1.3394,6.048731,1.432863
2024-12-27,1.336,6.38646,1.677761
2024-12-28,1.3313,5.925686,1.304218
2024-12-29,1.3615,5.781908,1.148686
2024-12-30,1.4094,6.372006,1.187135
2024-12-31,1.3586,6.162698,1.108943
2025-01-01,1.0093,5.436704,1.64695
2025-01-02,1.3402,6.826312,2.345672
2025-01-03,1.2234,7.058556,3.073172
2025-01-04,1.1157,6.335105,3.016085
2025-01-05,0.5144,5.931417,3.428884
2025-01-06,0.4543,5.500988,3.618985
2025-01-07,0.8343,7.22164,3.803922
2025-01-08,0.9892,7.17992,3.903125
2025-01-09,0.874,7.195325,4.06058
2025-01-10,1.1152,7.083428,3.38862
2025-01-11,0.9588,6.278411,3.682632
2025-01-12,0.7372,5.90765,3.76171
2025-01-13,1.2581,7.271776,3.095573
2025-01-14,1.3783,7.708034,1.919968
2025-01-15,1.4068,7.833575,2.332112
2025-01-16,1.3509,7.871425,2.657345
2025-01-17,1.3562,7.70569,1.997841
2025-01-18,1.3316,6.811109,1.565183
2025-01-19,1.2511,6.327593,1.836104
2025-01-20,1.4492,7.588179,1.565374
2025-01-21,1.406,7.544164,2.397238
2025-01-22,1.3496,7.39703,2.998665
2025-01-23,1.4055,7.338206,1.951329
2025-01-24,0.9175,7.144412,3.000175
2025-01-25,0.4252,6.410797,3.263487
2025-01-26,0.2642,5.984017,3.697512
2025-01-27,0.2179,7.041399,4.688772
2025-01-28,0.1645,7.35749,4.778414
2025-01-29,0.4879,7.481181,3.710924
2025-01-30,0.424,7.486217,4.364835
2025-01-31,0.9633,7.457073,3.129068
2025-02-01,0.9526,6.679622,2.833174
2025-02-02,1.2474,6.200761,1.821745
2025-02-03,1.3305,7.343179,1.855924
2025-02-04,1.4339,7.54328,1.666704
2025-02-05,1.1751,7.523242,2.536422
2025-02-06,1.386,7.460166,1.751513
2025-02-07,1.1787,7.441155,2.593083
2025-02-08,1.051,6.593288,2.51432
2025-02-09,1.096,6.078872,1.978134
2025-02-10,1.3974,7.167281,1.845754
2025-02-11,1.3316,7.256706,2.4945
2025-02-12,1.1986,7.268312,2.912
2025-02-13,1.3098,7.149875,2.677717
2025-02-14,1.2107,6.973695,2.217323
2025-02-15,0.9043,6.20024,2.182209
2025-02-16,0.8822,5.754097,1.944291
2025-02-17,1.3817,6.863854,1.67593
2025-02-18,0.7973,6.99476,2.614505
2025-02-19,1.2356,6.932963,1.617666
2025-02-20,0.8757,6.908785,2.425894
2025-02-21,0.4799,6.896422,3.263197
2025-02-22,0.7084,6.100384,2.395945
2025-02-23,0.6581,5.729047,2.395199
2025-02-24,0.7857,6.77555,3.007232
2025-02-25,0.9484,7.039602,3.289802
2025-02-26,1.0534,6.971638,2.477457
2025-02-27,1.2043,7.077062,1.423571
2025-02-28,1.112,7.002942,2.390923
2025-03-01,0.6583,6.196646,3.32003
2025-03-02,0.6556,5.907035,2.785543
2025-03-03,0.9699,6.969598,2.82387
2025-03-04,0.9644,6.987617,3.475338
2025-03-05,0.7888,6.933318,3.362043
2025-03-06,0.7806,6.937298,2.923767
2025-03-07,0.4907,6.830761,3.449274
2025-03-08,0.1522,6.295383,3.987936
2025-03-09,0.4651,5.823592,2.884635
2025-03-10,0.9299,6.982108,2.214719
2025-03-11,0.9694,7.130745,2.587353
2025-03-12,0.9306,7.118884,2.864129
2025-03-13,1.1173,7.097768,2.293705
2025-03-14,0.5768,7.171106,3.021738
2025-03-15,0.4889,6.48137,2.993071
2025-03-16,0.6057,6.052002,2.095494
2025-03-17,0.8865,7.173975,2.266881
2025-03-18,0.5768,7.300566,3.051816
2025-03-19,0.2911,6.9175,3.99606
2025-03-20,0.2269,6.977268,4.358489
2025-03-21,0.1075,6.735093,4.426305
2025-03-22,0.1122,6.137157,4.10055
2025-03-23,0.2913,5.809661,2.870422
2025-03-24,0.4446,6.973933,3.056861
2025-03-25,0.4241,7.207344,2.997853
2025-03-26,0.362,6.831222,3.439776
2025-03-27,0.5459,6.900716,3.124334
2025-03-28,0.2571,6.768189,3.774892
2025-03-29,0.0432,5.867518,4.634031
2025-03-30,0.0303,5.196578,4.026193
2025-03-31,0.2945,6.424626,2.882315
2025-04-01,0.586,6.586274,2.104486
2025-04-02,0.2799,6.462024,2.706133
2025-04-03,0.221,6.520023,2.985355
2025-04-04,0.1124,6.449006,3.591065
2025-04-05,0.2442,5.762032,2.92977
2025-04-06,0.2656,5.426221,2.09424
2025-04-07,0.5614,6.239009,2.120721
2025-04-08,0.4767,6.347575,2.29038
2025-04-09,0.3198,6.371679,2.478197
2025-04-10,0.192,6.303109,3.179217
2025-04-11,0.1835,6.264582,2.819714
2025-04-12,0.2701,5.484649,1.682367
2025-04-13,0.1834,5.200945,1.769661
2025-04-14,0.2454,6.122901,2.973388
2025-04-15,0.1173,6.258397,3.474944
2025-04-16,0.1214,6.185785,4.071271
2025-04-17,0.2194,5.456764,3.411022
2025-04-18,0.1235,4.984727,3.242991
2025-04-19,0.0172,5.207344,4.01755
2025-04-20,0.1071,5.039336,2.860864
2025-04-21,0.4909,5.457338,2.056876
2025-04-22,0.6439,6.23327,2.378369
2025-04-23,0.4423,6.249805,2.743698
2025-04-24,0.4353,6.258115,2.750773
2025-04-25,0.4566,6.19371,2.395187
2025-04-26,0.0554,5.424447,3.731906
2025-04-27,0.1098,5.017929,3.241802
2025-04-28,0.185,5.938073,3.164619
2025-04-29,0.0579,6.13427,3.722771
2025-04-30,0.3183,6.094968,3.232146
2025-05-01,0.1329,4.848412,2.971545
2025-05-02,0.1094,5.390941,3.014256
2025-05-03,0.1617,5.112966,2.269321
2025-05-04,0.11,4.982823,2.400714
2025-05-05,0.1089,5.892906,3.389837
2025-05-06,0.1024,6.024678,3.158552
2025-05-07,0.1901,6.060779,2.447031
2025-05-08,0.1676,6.11078,1.896732
2025-05-09,0.1824,6.090426,2.03565
2025-05-10,0.0908,5.489234,2.328407
2025-05-11,0.0221,5.035483,2.888231
2025-05-12,0.2169,5.921299,2.568006
2025-05-13,0.4142,6.039051,1.916078
2025-05-14,0.3055,6.092878,1.917062
2025-05-15,0.1162,6.071218,2.708132
2025-05-16,0.0468,6.028541,3.61181
2025-05-17,0.1064,5.368339,2.374492
2025-05-18,0.0676,5.036907,2.348499
2025-05-19,0.1285,5.930303,2.869623
2025-05-20,0.1341,6.078158,3.128044
2025-05-21,0.2019,6.098203,2.801822
2025-05-22,0.0335,6.127583,3.375951
2025-05-23,0.0511,6.032981,3.567959
2025-05-24,0.072,5.322413,2.894143
2025-05-25,0.0647,4.990982,2.423141
2025-05-26,0.1718,6.081611,2.816452
2025-05-27,0.2684,6.178295,2.646054
2025-05-28,0.2778,6.389634,2.635898
2025-05-29,0.3501,6.55426,2.454632
2025-05-30,0.4396,6.63354,2.263882
2025-05-31,0.4024,5.905312,2.182828
2025-06-01,0.195,5.534859,2.55147
2025-06-02,0.3113,6.47183,2.91046
2025-06-03,0.5169,6.486579,2.40039
2025-06-04,0.5856,6.431458,2.638926
2025-06-05,0.5952,6.427591,2.606392
2025-06-06,0.7154,6.517506,2.588148
2025-06-07,0.4957,5.774901,2.677928
2025-06-08,0.3782,5.455459,2.822722
2025-06-09,0.615,6.544983,2.651918
2025-06-10,1.0019,6.873988,2.23003
2025-06-11,0.7363,6.907909,2.79324
2025-06-12,0.6242,6.808106,2.836535
2025-06-13,0.6973,6.759744,2.650008
2025-06-14,0.5668,6.098157,2.55067
2025-06-15,0.2233,5.650861,3.402939
2025-06-16,0.5236,6.869694,3.253873
2025-06-17,0.9414,7.260315,2.635207
2025-06-18,1.0632,7.387894,2.418321
2025-06-19,1.1646,7.414936,2.392882
2025-06-20,1.1325,7.481742,2.432319
2025-06-21,0.7699,6.590825,2.471609
2025-06-22,0.6725,6.14439,2.587446
2025-06-23,1.1056,7.245501,2.753429
2025-06-24,0.9718,6.986007,2.748008
2025-06-25,0.8106,7.246969,3.288191
2025-06-26,0.9303,7.259855,2.99054
2025-06-27,0.931,7.324086,2.902182
2025-06-28,0.6839,6.78004,3.032182
2025-06-29,0.7107,6.49342,2.78725
2025-06-30,1.1094,7.877017,2.728448
2025-07-01,1.112,8.072985,2.872874
2025-07-02,1.0036,7.992979,3.619988
2025-07-03,0.9133,7.975634,3.945293
2025-07-04,0.9963,7.862375,3.395282
2025-07-05,0.7235,6.976009,3.184102
2025-07-06,0.5611,6.375574,3.1434
2025-07-07,0.6036,7.519775,4.106568
2025-07-08,0.4515,7.474431,4.375163
2025-07-09,0.897,7.528481,3.253209
2025-07-10,1.0697,7.621025,2.915025
2025-07-11,0.9825,7.546842,3.094395
2025-07-12,0.7591,6.328564,2.598964
2025-07-13,0.6459,5.864809,2.612305
2025-07-14,0.842,6.988017,2.978096
2025-07-15,0.8311,7.297584,3.321169
2025-07-16,1.0198,7.480958,3.10299
2025-07-17,1.0285,7.718598,3.102463
2025-07-18,0.9508,7.641604,3.580214
2025-07-19,0.5016,6.647649,3.864648
2025-07-20,0.2722,6.02545,4.073554
2025-07-21,0.5761,7.057506,3.233953
2025-07-22,0.8188,7.217294,3.046941
2025-07-23,0.8443,7.253583,3.144914
2025-07-24,0.462,7.09998,4.134488
2025-07-25,0.4184,6.591729,4.207445
2025-07-26,0.3853,5.932079,3.624075
2025-07-27,0.3239,5.65224,3.521127
2025-07-28,0.3422,6.768405,4.345322
2025-07-29,0.3215,6.824614,4.395809
2025-07-30,0.4046,6.889256,4.174449
2025-07-31,0.6422,6.898153,3.913929
2025-08-01,0.6479,6.818046,3.774322
2025-08-02,0.3724,6.028253,4.083451
2025-08-03,0.2988,5.722413,3.968145
2025-08-04,0.6555,6.863267,3.107953
2025-08-05,0.5719,7.102687,3.982161
2025-08-06,0.7827,6.996785,3.273231
2025-08-07,0.8406,7.060308,2.893776
2025-08-08,0.7408,7.012311,3.036431
2025-08-09,0.6203,6.364451,3.192159
2025-08-10,0.5545,6.056865,3.253662
2025-08-11,0.8011,7.181868,2.871168
2025-08-12,0.897,7.411116,2.755607
2025-08-13,1.012,7.349368,2.722426
2025-08-14,0.967,7.10747,3.100635
2025-08-15,0.6927,6.411643,3.08766
2025-08-16,0.741,6.43238,2.54132
2025-08-17,0.687,6.366205,2.272922
2025-08-18,0.9668,7.494395,2.451748
2025-08-19,0.7772,7.17582,3.307936
2025-08-20,0.6831,6.803705,3.489669
2025-08-21,0.5389,6.587775,3.359234
2025-08-22,0.5361,6.368842,3.358748
2025-08-23,0.634,5.740014,2.668023
2025-08-24,0.6228,5.599068,2.346141
2025-08-25,0.923,6.875231,2.512576
2025-08-26,0.8775,7.030088,2.49902
2025-08-27,0.8803,7.079646,2.784623
2025-08-28,0.5384,6.85023,3.701774
2025-08-29,0.4575,6.676556,3.714205
2025-08-30,0.5261,5.997397,2.958002
2025-08-31,0.373,5.68194,3.375188
2025-09-01,0.3063,6.493533,3.953839
2025-09-02,0.611,6.551659,3.138071
2025-09-03,0.551,6.621074,3.31377
2025-09-04,0.5565,6.707517,3.109494
2025-09-05,0.5532,6.701139,3.23789
2025-09-06,0.2654,6.092429,4.037993
2025-09-07,0.3184,5.755697,2.830312
2025-09-08,0.7637,6.619993,2.721617
2025-09-09,0.6356,6.840829,2.941794
2025-09-10,0.5156,6.730922,3.456146
2025-09-11,0.5441,6.581542,3.309668
2025-09-12,0.7313,6.631169,2.428363
2025-09-13,0.6084,6.02307,2.501192
2025-09-14,0.4887,5.623117,2.67253
2025-09-15,0.6688,6.711373,2.855603
2025-09-16,0.7255,6.896139,2.81411
2025-09-17,0.8601,7.024002,2.403769
2025-09-18,0.9701,7.193805,2.6374
2025-09-19,0.8955,7.195274,2.958965
2025-09-20,0.6606,6.335305,2.952536
2025-09-21,0.4229,5.689958,3.290701
2025-09-22,0.3453,6.511163,3.671768
2025-09-23,0.5156,6.316043,3.614298
2025-09-24,0.464,6.244014,3.305206
2025-09-25,0.794,6.296409,2.682469
2025-09-26,0.9165,6.301652,2.306809
2025-09-27,0.7179,5.663074,2.201259
2025-09-28,0.4879,5.344573,2.314564
2025-09-29,0.5906,6.260191,2.907563
2025-09-30,0.828,6.322733,2.477805
